url	Date	Transaction	tag
http://espn.go.com/nhl/transactions/_/date/20160428 REC# Announced_a_six-year_affiliation_extension_with_Syracuse_(AHL).	April 28, 2016	Announced a six-year affiliation extension with Syracuse (AHL).	Announced
