url	Date	Player Name	Postion	Team	Team_ID	Transaction_description
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Keith_Smith2016-1-04Reserve/Future	2016-1-04	Keith Smith	LB	dallascowboys	DAL	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Kendall_Hunter2016-1-01Reserve/Injured	2016-1-01	Kendall Hunter	RB	neworleanssaints	NO	Reserve/Injured	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Kendall_James2016-1-07Reserve/Future	2016-1-07	Kendall James	CB	detroitlions	DET	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Kenny_Cook2016-1-05Reserve/Future	2016-1-05	Kenny Cook	WR	kansascitychiefs	KC	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Kenny_Hilliard2016-1-11Reserve/Future	2016-1-11	Kenny Hilliard	RB	houstontexans	HOU	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Kerry_Hyder2016-1-02Free_Agent_Signing	2016-1-02	Kerry Hyder	DE	detroitlions	DET	Free Agent Signing	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Kerry_Hyder2016-1-02Terminated_(by_Player)_from_Practice_Squad	2016-1-02	Kerry Hyder	DE	detroitlions	DET	Terminated (by Player) from Practice Squad	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Kevin_Greene2016-1-04Reserve/Future	2016-1-04	Kevin Greene	TE	tennesseetitans	TEN	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Kevin_Monangai2016-1-04Reserve/Future	2016-1-04	Kevin Monangai	RB	philadelphiaeagles	PHI	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Kevin_Short2016-1-05Reserve/Future	2016-1-05	Kevin Short	DB	newyorkjets	NYJ	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Kevin_Snyder2016-1-23Free_Agent_Signing	2016-1-23	Kevin Snyder	LB	newenglandpatriots	NE	Free Agent Signing	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Kevin_Snyder2016-1-23Terminated_(by_Player)_from_Practice_Squad	2016-1-23	Kevin Snyder	LB	newenglandpatriots	NE	Terminated (by Player) from Practice Squad	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Kevin_White2016-1-26Reserve/Future	2016-1-26	Kevin White	CB	arizonacardinals	ARZ	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Khaseem_Greene2016-1-04Reserve/Future	2016-1-04	Khaseem Greene	LB	detroitlions	DET	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Kitt_O\047Brien2016-1-05Reserve/Future	2016-1-05	Kitt O'Brien	OG	indianapoliscolts	IND	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Kwon_Alexander2016-1-04Suspension_Lifted_by_Commissioner	2016-1-04	Kwon Alexander	MLB	tampabaybuccaneers	TB	Suspension Lifted by Commissioner	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Kyshoen_Jarrett2016-1-05Reserve/Injured	2016-1-05	Kyshoen Jarrett	SS	washingtonredskins	WAS	Reserve/Injured	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# LaRon_Byrd2016-1-11Reserve/Future	2016-1-11	LaRon Byrd	WR	washingtonredskins	WAS	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# La_Puente_Brian_De2016-1-05Waived,_No_Recall	2016-1-05	La Puente Brian De	OG	washingtonredskins	WAS	Waived, No Recall	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Larry_Webster2016-1-06Reserve/Future	2016-1-06	Larry Webster	DE	detroitlions	DET	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Laurence_Gibson2016-1-18Reserve/Future	2016-1-18	Laurence Gibson	OT	kansascitychiefs	KC	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Lawrence_Okoye2016-1-12Reserve/Future	2016-1-12	Lawrence Okoye	DE	newyorkjets	NYJ	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Leon_Brown2016-1-04Reserve/Future	2016-1-04	Leon Brown	G	baltimoreravens	BAL	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Leon_McFadden2016-1-04Reserve/Future	2016-1-04	Leon McFadden	DB	newyorkgiants	NYG	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Lou_Young2016-1-05Free_Agent_Signing	2016-1-05	Lou Young	DB	carolinapanthers	CAR	Free Agent Signing	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Lou_Young2016-1-05Terminated_(by_Player)_from_Practice_Squad	2016-1-05	Lou Young	DB	carolinapanthers	CAR	Terminated (by Player) from Practice Squad	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Louis_Nix2016-1-06Reserve/Future	2016-1-06	Louis Nix	DT	newyorkgiants	NYG	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Lynden_Trail2016-1-11Reserve/Future	2016-1-11	Lynden Trail	LB	washingtonredskins	WAS	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Mack_Brown2016-1-11Reserve/Future	2016-1-11	Mack Brown	RB	washingtonredskins	WAS	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Malcolm_Bunche2016-1-04Reserve/Future	2016-1-04	Malcolm Bunche	G	philadelphiaeagles	PHI	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Manasseh_Garner2016-1-13Reserve/Future	2016-1-13	Manasseh Garner	TE	buffalobills	BUF	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Marcel_Reece2016-1-04Suspension_Lifted_by_Commissioner	2016-1-04	Marcel Reece	FB	oaklandraiders	OAK	Suspension Lifted by Commissioner	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Marcus_Lucas2016-1-05Reserve/Future	2016-1-05	Marcus Lucas	WR	chicagobears	CHI	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Marcus_Rush2016-1-06Reserve/Future	2016-1-06	Marcus Rush	DL	sanfrancisco49ers	SF	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Marion_Grice2016-1-26Reserve/Future	2016-1-26	Marion Grice	RB	arizonacardinals	ARZ	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Martin_Ifedi2016-1-05Reserve/Future	2016-1-05	Martin Ifedi	DE	tampabaybuccaneers	TB	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Martin_Wallace2016-1-05Reserve/Future	2016-1-05	Martin Wallace	OT	chicagobears	CHI	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Matt_Blanchard2016-1-05Reserve/Future	2016-1-05	Matt Blanchard	QB	chicagobears	CHI	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Matt_Feiler2016-1-18Reserve/Future	2016-1-18	Matt Feiler	T	pittsburghsteelers	PIT	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Matt_Lengel2016-1-11Reserve/Future	2016-1-11	Matt Lengel	TE	cincinnatibengals	CIN	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Matt_Rotheram2016-1-18Reserve/Future	2016-1-18	Matt Rotheram	G	greenbaypackers	GB	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Matt_Simms2016-1-04Reserve/Future	2016-1-04	Matt Simms	QB	atlantafalcons	ATL	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Matthew_Masifilo2016-1-06Reserve/Future	2016-1-06	Matthew Masifilo	DE	tampabaybuccaneers	TB	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Melvin_White2016-1-15Reserve/Future	2016-1-15	Melvin White	DB	losangelesrams	LA	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Michael_Bennett2016-1-11Reserve/Future	2016-1-11	Michael Bennett	WR	cincinnatibengals	CIN	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Michael_Huey2016-1-05Reserve/Future	2016-1-05	Michael Huey	OG	sandiegochargers	SD	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Michael_Liedtke2016-1-18Reserve/Future	2016-1-18	Michael Liedtke	OL	kansascitychiefs	KC	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Michael_Wilhoite2016-1-02Reserve/Injured	2016-1-02	Michael Wilhoite	ILB	sanfrancisco49ers	SF	Reserve/Injured	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Mike_Hull2016-1-02Free_Agent_Signing	2016-1-02	Mike Hull	LB	miamidolphins	MIA	Free Agent Signing	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Mike_Hull2016-1-02Terminated_(by_Player)_from_Practice_Squad	2016-1-02	Mike Hull	LB	miamidolphins	MIA	Terminated (by Player) from Practice Squad	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Mike_McAdoo2016-1-04Reserve/Future	2016-1-04	Mike McAdoo	DE	dallascowboys	DAL	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Mike_Reilly2016-1-05Reserve/Future	2016-1-05	Mike Reilly	LB	clevelandbrowns	CLV	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Mitchell_Bell2016-1-04Reserve/Future	2016-1-04	Mitchell Bell	G	oaklandraiders	OAK	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Mitchell_Henry2016-1-18Reserve/Future	2016-1-18	Mitchell Henry	TE	greenbaypackers	GB	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Nathan_Palmer2016-1-05Reserve/Future	2016-1-05	Nathan Palmer	WR	chicagobears	CHI	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Nick_Boyle2016-1-04Suspension_Lifted_by_Commissioner	2016-1-04	Nick Boyle	TE	baltimoreravens	BAL	Suspension Lifted by Commissioner	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Nick_Harwell2016-1-04Reserve/Future	2016-1-04	Nick Harwell	WR	tennesseetitans	TEN	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Nick_Perry2016-1-04Reserve/Future	2016-1-04	Nick Perry	DB	baltimoreravens	BAL	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Nick_Toon2016-1-01Free_Agent_Signing	2016-1-01	Nick Toon	WR	losangelesrams	LA	Free Agent Signing	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Nick_Toon2016-1-01Terminated_(by_Player)_from_Practice_Squad	2016-1-01	Nick Toon	WR	losangelesrams	LA	Terminated (by Player) from Practice Squad	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Nordly_Capi2016-1-04Reserve/Future	2016-1-04	Nordly Capi	DE	baltimoreravens	BAL	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Olsen_Pierre2016-1-26Reserve/Future	2016-1-26	Olsen Pierre	DE	arizonacardinals	ARZ	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Omar_Bolden2016-1-19Reserve/Injured	2016-1-19	Omar Bolden	SS	denverbroncos	DEN	Reserve/Injured	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Patrick_Miller2016-1-06Reserve/Future	2016-1-06	Patrick Miller	OT	jacksonvillejaguars	JAX	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Paul_Lasike2016-1-05Reserve/Future	2016-1-05	Paul Lasike	RB	chicagobears	CHI	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Phillip_Hunt2016-1-08Reserve/Future	2016-1-08	Phillip Hunt	DE	neworleanssaints	NO	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Phillip_Sims2016-1-05Reserve/Future	2016-1-05	Phillip Sims	QB	arizonacardinals	ARZ	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Phillip_Thomas2016-1-04Reserve/Future	2016-1-04	Phillip Thomas	DB	buffalobills	BUF	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Pierce_Burton2016-1-05Reserve/Future	2016-1-05	Pierce Burton	T	indianapoliscolts	IND	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Quanterus_Smith2016-1-05Reserve/Future	2016-1-05	Quanterus Smith	DE	jacksonvillejaguars	JAX	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Quayshawn_Nealy2016-1-12Practice_Squad	2016-1-12	Quayshawn Nealy	LB	arizonacardinals	ARZ	Practice Squad	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Quayshawn_Nealy2016-1-26Reserve/Future	2016-1-26	Quayshawn Nealy	LB	arizonacardinals	ARZ	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# RJ_Harris2016-1-08Reserve/Future	2016-1-08	RJ Harris	WR	atlantafalcons	ATL	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Rajion_Neal2016-1-18Reserve/Future	2016-1-18	Rajion Neal	RB	pittsburghsteelers	PIT	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Randall_Evans2016-1-02Free_Agent_Signing	2016-1-02	Randall Evans	CB	philadelphiaeagles	PHI	Free Agent Signing	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Randall_Evans2016-1-02Terminated_(by_Player)_from_Practice_Squad	2016-1-02	Randall Evans	CB	philadelphiaeagles	PHI	Terminated (by Player) from Practice Squad	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Rashaad_Reynolds2016-1-04Reserve/Future	2016-1-04	Rashaad Reynolds	CB	jacksonvillejaguars	JAX	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Rashaan_Melvin2016-1-25Reserve/Future	2016-1-25	Rashaan Melvin	CB	newenglandpatriots	NE	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Rashad_Lawrence2016-1-04Reserve/Future	2016-1-04	Rashad Lawrence	WR	jacksonvillejaguars	JAX	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Rasheed_Bailey2016-1-04Reserve/Future	2016-1-04	Rasheed Bailey	WR	jacksonvillejaguars	JAX	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Ray_Vinopal2016-1-19Reserve/Future	2016-1-19	Ray Vinopal	DB	dallascowboys	DAL	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Reggie_Bell2016-1-05Reserve/Future	2016-1-05	Reggie Bell	WR	neworleanssaints	NO	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Reid_Fragel2016-1-02Terminated_(by_Club)_from_Practice_Squad	2016-1-02	Reid Fragel	OT	kansascitychiefs	KC	Terminated (by Club) from Practice Squad	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Reid_Fragel2016-1-04Practice_Squad	2016-1-04	Reid Fragel	OT	kansascitychiefs	KC	Practice Squad	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Reid_Fragel2016-1-18Reserve/Future	2016-1-18	Reid Fragel	OT	kansascitychiefs	KC	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Rhett_Ellison2016-1-06Reserve/Injured	2016-1-06	Rhett Ellison	TE	minnesotavikings	MIN	Reserve/Injured	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Richard_Ash2016-1-01Free_Agent_Signing	2016-1-01	Richard Ash	NT	jacksonvillejaguars	JAX	Free Agent Signing	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Richard_Ash2016-1-01Terminated_(by_Player)_from_Practice_Squad	2016-1-01	Richard Ash	NT	jacksonvillejaguars	JAX	Terminated (by Player) from Practice Squad	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Richard_Crawford2016-1-04Reserve/Future	2016-1-04	Richard Crawford	DB	sandiegochargers	SD	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Ricky_Lumpkin2016-1-20Reserve/Future	2016-1-20	Ricky Lumpkin	DT	oaklandraiders	OAK	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Rishard_Matthews2016-1-02Reserve/Injured	2016-1-02	Rishard Matthews	WR	miamidolphins	MIA	Reserve/Injured	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Rob_Crisp2016-1-26Reserve/Future	2016-1-26	Rob Crisp	OT	arizonacardinals	ARZ	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Robert_Herron2016-1-05Reserve/Future	2016-1-05	Robert Herron	WR	miamidolphins	MIA	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Robert_Hughes2016-1-26Reserve/Future	2016-1-26	Robert Hughes	RB	arizonacardinals	ARZ	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Robert_Nelson2016-1-11Reserve/Future	2016-1-11	Robert Nelson	DB	houstontexans	HOU	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Robertson_Daniel2016-1-15Free_Agent_Signing	2016-1-15	Robertson Daniel	DB	greenbaypackers	GB	Free Agent Signing	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Robertson_Daniel2016-1-15Terminated_(by_Player)_from_Practice_Squad	2016-1-15	Robertson Daniel	DB	greenbaypackers	GB	Terminated (by Player) from Practice Squad	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Ronald_Patrick2016-1-04Reserve/Future	2016-1-04	Ronald Patrick	OG	buffalobills	BUF	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Ross_Scheuerman2016-1-21Reserve/Future	2016-1-21	Ross Scheuerman	WR	greenbaypackers	GB	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Ross_Travis2016-1-18Reserve/Future	2016-1-18	Ross Travis	TE	kansascitychiefs	KC	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Ross_Ventrone2016-1-01Free_Agent_Signing	2016-1-01	Ross Ventrone	DB	pittsburghsteelers	PIT	Free Agent Signing	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Ross_Ventrone2016-1-01Terminated_(by_Player)_from_Practice_Squad	2016-1-01	Ross Ventrone	DB	pittsburghsteelers	PIT	Terminated (by Player) from Practice Squad	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Ryan_Spadola2016-1-04Reserve/Future	2016-1-04	Ryan Spadola	WR	detroitlions	DET	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Sean_Baker2016-1-04Reserve/Future	2016-1-04	Sean Baker	DB	clevelandbrowns	CLV	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Sean_Hickey2016-1-19Reserve/Future	2016-1-19	Sean Hickey	OT	neworleanssaints	NO	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Sean_Porter2016-1-04Reserve/Future	2016-1-04	Sean Porter	OLB	jacksonvillejaguars	JAX	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Shakim_Phillips2016-1-18Reserve/Future	2016-1-18	Shakim Phillips	WR	pittsburghsteelers	PIT	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Shane_McDermott2016-1-04Reserve/Future	2016-1-04	Shane McDermott	C	newyorkgiants	NYG	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Shane_Wynn2016-1-07Reserve/Future	2016-1-07	Shane Wynn	WR	neworleanssaints	NO	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Stanley_Jean-Baptiste2016-1-18Reserve/Future	2016-1-18	Stanley Jean-Baptiste	CB	seattleseahawks	SEA	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Takoby_Cofield2016-1-11Reserve/Future	2016-1-11	Takoby Cofield	OT	washingtonredskins	WAS	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Taurean_Nixon2016-1-19Free_Agent_Signing	2016-1-19	Taurean Nixon	DB	denverbroncos	DEN	Free Agent Signing	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Taurean_Nixon2016-1-19Terminated_(by_Player)_from_Practice_Squad	2016-1-19	Taurean Nixon	DB	denverbroncos	DEN	Terminated (by Player) from Practice Squad	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Tavarres_King2016-1-04Reserve/Future	2016-1-04	Tavarres King	WR	newyorkgiants	NYG	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Taylor_Boggs2016-1-05Reserve/Future	2016-1-05	Taylor Boggs	C	detroitlions	DET	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Terrance_Plummer2016-1-11Reserve/Future	2016-1-11	Terrance Plummer	LB	minnesotavikings	MIN	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Terrell_Manning2016-1-05Reserve/Future	2016-1-05	Terrell Manning	LB	miamidolphins	MIA	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Terrell_Watson2016-1-21Reserve/Future	2016-1-21	Terrell Watson	RB	cincinnatibengals	CIN	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Terry_Poole2016-1-19Reserve/Future	2016-1-19	Terry Poole	OT	seattleseahawks	SEA	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Tim_Scott2016-1-04Reserve/Future	2016-1-04	Tim Scott	DB	clevelandbrowns	CLV	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Tim_Semisch2016-1-04Reserve/Future	2016-1-04	Tim Semisch	TE	sandiegochargers	SD	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Titus_Davis2016-1-28Reserve/Future	2016-1-28	Titus Davis	WR	newyorkjets	NYJ	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Toben_Opurum2016-1-02Free_Agent_Signing	2016-1-02	Toben Opurum	RB	neworleanssaints	NO	Free Agent Signing	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Toben_Opurum2016-1-02Terminated_(by_Player)_from_Practice_Squad	2016-1-02	Toben Opurum	RB	neworleanssaints	NO	Terminated (by Player) from Practice Squad	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Toby_Johnson2016-1-06Practice_Squad	2016-1-06	Toby Johnson	DT	minnesotavikings	MIN	Practice Squad	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Toby_Johnson2016-1-11Reserve/Future	2016-1-11	Toby Johnson	DT	minnesotavikings	MIN	Reserve/Future	
