url	Additional_Sort	GroupSort	Player_ID	Team_ID	Transaction_Date	Transaction_Description	Transaction_Type
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Denver_Nuggets_waived_guard_Matt_Janning.2015-10-15	0.0	Waive 957533 	202394.0	1610612743.0	2015-10-15	Denver Nuggets waived guard Matt Janning.	Waive	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Denver_Nuggets_waived_guard_Nick_Johnson.2015-10-24	0.0	Waive 958003 	203910.0	1610612743.0	2015-10-24	Denver Nuggets waived guard Nick Johnson.	Waive	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Denver_Nuggets_waived_guard_Pablo_Prigioni.2015-07-20	0.0	Waive 945311 	203143.0	1610612743.0	2015-07-20	Denver Nuggets waived guard Pablo Prigioni.	Waive	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Detroit_Pistons_re-signed_forward_Stanley_Johnson_to_a_Rookie_Scale_Contract.2015-07-22	0.0	Signing 945316 	1626169.0	1610612765.0	2015-07-22	Detroit Pistons re-signed forward Stanley Johnson to a Rookie Scale Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Detroit_Pistons_re-signed_guard_Darrun_Hilliard_to_a_Contract.2015-07-20	0.0	Signing 945299 	1626199.0	1610612765.0	2015-07-20	Detroit Pistons re-signed guard Darrun Hilliard to a Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Detroit_Pistons_re-signed_guard_Reggie_Jackson_to_a_Contract.2015-07-20	0.0	Signing 945304 	202704.0	1610612765.0	2015-07-20	Detroit Pistons re-signed guard Reggie Jackson to a Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Detroit_Pistons_received_forward_Danny_Granger_from_Phoenix_Suns.2015-07-09	1610612756.0	Trade 2015002 	101122.0	1610612765.0	2015-07-09	Detroit Pistons received forward Danny Granger from Phoenix Suns.	Trade	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Detroit_Pistons_received_forward_Donatas_Motiejunas_from_Houston_Rockets.2016-02-18	1610612745.0	Trade 2015036 	202700.0	1610612765.0	2016-02-18	Detroit Pistons received forward Donatas Motiejunas from Houston Rockets.	Trade	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Detroit_Pistons_received_forward_Marcus_Morris_from_Phoenix_Suns.2015-07-09	1610612756.0	Trade 2015002 	202694.0	1610612765.0	2015-07-09	Detroit Pistons received forward Marcus Morris from Phoenix Suns.	Trade	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Detroit_Pistons_received_forward_Reggie_Bullock_from_Phoenix_Suns.2015-07-09	1610612756.0	Trade 2015002 	203493.0	1610612765.0	2015-07-09	Detroit Pistons received forward Reggie Bullock from Phoenix Suns.	Trade	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Detroit_Pistons_received_forward_Tobias_Harris_from_Orlando_Magic.2016-02-16	1610612753.0	Trade 2015029 	202699.0	1610612765.0	2016-02-16	Detroit Pistons received forward Tobias Harris from Orlando Magic.	Trade	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Detroit_Pistons_received_guard_Marcus_Thornton_from_Houston_Rockets.2016-02-18	1610612745.0	Trade 2015036 	201977.0	1610612765.0	2016-02-18	Detroit Pistons received guard Marcus Thornton from Houston Rockets.	Trade	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Detroit_Pistons_received_guard_Steve_Blake_from_Brooklyn_Nets.2015-07-13	1610612751.0	Trade 2015010 	2581.0	1610612765.0	2015-07-13	Detroit Pistons received guard Steve Blake from Brooklyn Nets.	Trade	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Detroit_Pistons_signed_center_Aron_Baynes_to_a_Contract.2015-07-12	0.0	Signing 945080 	203382.0	1610612765.0	2015-07-12	Detroit Pistons signed center Aron Baynes to a Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Detroit_Pistons_signed_center_Joel_Anthony_to_a_Contract.2015-07-20	0.0	Signing 945303 	201202.0	1610612765.0	2015-07-20	Detroit Pistons signed center Joel Anthony to a Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Detroit_Pistons_signed_forward_Adonis_Thomas_to_a_Contract.2015-07-23	0.0	Signing 945330 	203519.0	1610612765.0	2015-07-23	Detroit Pistons signed forward Adonis Thomas to a Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Detroit_Pistons_signed_forward_Justin_Harper_to_a_10-Day_Contract.2016-02-24	0.0	Signing 972182 	202712.0	1610612765.0	2016-02-24	Detroit Pistons signed forward Justin Harper to a 10-Day Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Detroit_Pistons_signed_forward_Justin_Harper_to_a_10-Day_Contract.2016-03-05	0.0	Signing 972572 	202712.0	1610612765.0	2016-03-05	Detroit Pistons signed forward Justin Harper to a 10-Day Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Detroit_Pistons_signed_guard_Lorenzo_Brown_to_a_10-Day_Contract.2016-03-18	0.0	Signing 973084 	203485.0	1610612765.0	2016-03-18	Detroit Pistons signed guard Lorenzo Brown to a 10-Day Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Detroit_Pistons_signed_guard_Lorenzo_Brown_to_a_10-Day_Contract.2016-03-28	0.0	Signing 973304 	203485.0	1610612765.0	2016-03-28	Detroit Pistons signed guard Lorenzo Brown to a 10-Day Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Detroit_Pistons_signed_guard_Lorenzo_Brown_to_a_Rest-of-Season_Contract.2016-04-13	0.0	Signing 973728 	203485.0	1610612765.0	2016-04-13	Detroit Pistons signed guard Lorenzo Brown to a Rest-of-Season Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Detroit_Pistons_waived_center_Jordan_Bachynski.2015-10-22	0.0	Waive 957774 	203947.0	1610612765.0	2015-10-22	Detroit Pistons waived center Jordan Bachynski.	Waive	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Detroit_Pistons_waived_forward_Adonis_Thomas.2015-10-22	0.0	Waive 957776 	203519.0	1610612765.0	2015-10-22	Detroit Pistons waived forward Adonis Thomas.	Waive	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Detroit_Pistons_waived_forward_Cartier_Martin.2015-10-22	0.0	Waive 957775 	201858.0	1610612765.0	2015-10-22	Detroit Pistons waived forward Cartier Martin.	Waive	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Detroit_Pistons_waived_forward_Danny_Granger.2015-10-26	0.0	Waive 958190 	101122.0	1610612765.0	2015-10-26	Detroit Pistons waived forward Danny Granger.	Waive	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Detroit_Pistons_waived_forward_Eric_Griffin.2015-10-07	0.0	Waive 957250 	203547.0	1610612765.0	2015-10-07	Detroit Pistons waived forward Eric Griffin.	Waive	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Detroit_Pistons_waived_guard_Ryan_Boatright.2015-10-24	0.0	Waive 958004 	1626207.0	1610612765.0	2015-10-24	Detroit Pistons waived guard Ryan Boatright.	Waive	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Golden_State_Warriors_re-signed_forward_Draymond_Green_to_a_Contract.2015-07-09	0.0	Signing 944977 	203110.0	1610612744.0	2015-07-09	Golden State Warriors re-signed forward Draymond Green to a Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Golden_State_Warriors_re-signed_forward_Kevon_Looney_to_a_Rookie_Scale_Contract.2015-07-07	0.0	Signing 944891 	1626172.0	1610612744.0	2015-07-07	Golden State Warriors re-signed forward Kevon Looney to a Rookie Scale Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Golden_State_Warriors_re-signed_guard_Leandro_Barbosa_to_a_Contract.2015-07-13	0.0	Signing 945159 	2571.0	1610612744.0	2015-07-13	Golden State Warriors re-signed guard Leandro Barbosa to a Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Golden_State_Warriors_received_forward_Gerald_Wallace_from_Boston_Celtics.2015-07-27	1610612738.0	Trade 2015016 	2222.0	1610612744.0	2015-07-27	Golden State Warriors received forward Gerald Wallace from Boston Celtics.	Trade	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Golden_State_Warriors_received_forward_Jason_Thompson_from_Philadelphia_76ers.2015-07-31	1610612755.0	Trade 2015022 	201574.0	1610612744.0	2015-07-31	Golden State Warriors received forward Jason Thompson from Philadelphia 76ers.	Trade	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Golden_State_Warriors_received_guard_Chris_Babb_from_Boston_Celtics.2015-07-27	1610612738.0	Trade 2015016 	203569.0	1610612744.0	2015-07-27	Golden State Warriors received guard Chris Babb from Boston Celtics.	Trade	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Golden_State_Warriors_signed_forward_Anderson_Varejao_to_a_Rest-of-Season_Contract.2016-02-22	0.0	Signing 972150 	2760.0	1610612744.0	2016-02-22	Golden State Warriors signed forward Anderson Varejao to a Rest-of-Season Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Golden_State_Warriors_signed_forward_Jarell_Eddie_to_a_Contract.2015-09-14	0.0	Signing 946111 	204067.0	1610612744.0	2015-09-14	Golden State Warriors signed forward Jarell Eddie to a Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Golden_State_Warriors_signed_guard_Ben_Gordon_to_a_Contract.2015-09-28	0.0	Signing 946209 	2732.0	1610612744.0	2015-09-28	Golden State Warriors signed guard Ben Gordon to a Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Golden_State_Warriors_signed_guard_Ian_Clark_to_a_Contract.2015-09-14	0.0	Signing 946112 	203546.0	1610612744.0	2015-09-14	Golden State Warriors signed guard Ian Clark to a Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Golden_State_Warriors_waived_forward_Chris_Udofia.2015-10-23	0.0	Waive 957864 	1627224.0	1610612744.0	2015-10-23	Golden State Warriors waived forward Chris Udofia.	Waive	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Golden_State_Warriors_waived_forward_Jarell_Eddie.2015-10-23	0.0	Waive 957862 	204067.0	1610612744.0	2015-10-23	Golden State Warriors waived forward Jarell Eddie.	Waive	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Golden_State_Warriors_waived_forward_Jason_Thompson.2016-02-22	0.0	Waive 972160 	201574.0	1610612744.0	2016-02-22	Golden State Warriors waived forward Jason Thompson.	Waive	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Golden_State_Warriors_waived_forward_Tony_Mitchell.2015-10-12	0.0	Waive 957354 	203502.0	1610612744.0	2015-10-12	Golden State Warriors waived forward Tony Mitchell.	Waive	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Golden_State_Warriors_waived_forward_Xavier_Henry.2015-10-23	0.0	Waive 957863 	202333.0	1610612744.0	2015-10-23	Golden State Warriors waived forward Xavier Henry.	Waive	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Golden_State_Warriors_waived_guard_Ben_Gordon.2015-10-14	0.0	Waive 957451 	2732.0	1610612744.0	2015-10-14	Golden State Warriors waived guard Ben Gordon.	Waive	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Golden_State_Warriors_waived_guard_Chris_Babb.2015-10-23	0.0	Waive 957861 	203569.0	1610612744.0	2015-10-23	Golden State Warriors waived guard Chris Babb.	Waive	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Golden_State_Warriors_waived_guard_Juwan_Staten.2015-10-16	0.0	Waive 957558 	1626219.0	1610612744.0	2015-10-16	Golden State Warriors waived guard Juwan Staten.	Waive	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Houston_Rockets_claimed_forward_Arsalan_Kazemi_off_waivers.2015-10-12	0.0	AwardedOnWaivers 957351 	203529.0	1610612745.0	2015-10-12	Houston Rockets claimed forward Arsalan Kazemi off waivers.	AwardOnWaivers	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Houston_Rockets_re-signed_forward_Montrezl_Harrell_to_a_Contract.2015-09-18	0.0	Signing 946131 	1626149.0	1610612745.0	2015-09-18	Houston Rockets re-signed forward Montrezl Harrell to a Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Houston_Rockets_re-signed_forward_Sam_Dekker_to_a_Rookie_Scale_Contract.2015-07-20	0.0	Signing 945312 	1626155.0	1610612745.0	2015-07-20	Houston Rockets re-signed forward Sam Dekker to a Rookie Scale Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Houston_Rockets_re-signed_guard_Corey_Brewer_to_a_Contract.2015-07-09	0.0	Signing 945045 	201147.0	1610612745.0	2015-07-09	Houston Rockets re-signed guard Corey Brewer to a Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Houston_Rockets_re-signed_guard_KJ_McDaniels_to_a_Contract.2015-07-20	0.0	Signing 945313 	203909.0	1610612745.0	2015-07-20	Houston Rockets re-signed guard KJ McDaniels to a Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Houston_Rockets_re-signed_guard_Patrick_Beverley_to_a_Contract.2015-07-09	0.0	Signing 945002 	201976.0	1610612745.0	2015-07-09	Houston Rockets re-signed guard Patrick Beverley to a Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Houston_Rockets_received_draft_consideration_from_Denver_Nuggets.2015-07-20	1610612743.0	Trade 2015013 	0.0	1610612745.0	2015-07-20	Houston Rockets received draft consideration from Denver Nuggets.	Trade	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Houston_Rockets_received_draft_consideration_from_Detroit_Pistons.2016-02-18	1610612765.0	Trade 2015036 	0.0	1610612745.0	2016-02-18	Houston Rockets received draft consideration from Detroit Pistons.	Trade	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Houston_Rockets_received_forward_Josh_Smith_from_Los_Angeles_Clippers.2016-01-22	1610612746.0	Trade 2015028 	2746.0	1610612745.0	2016-01-22	Houston Rockets received forward Josh Smith from Los Angeles Clippers.	Trade	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Houston_Rockets_received_guard_Ty_Lawson_from_Denver_Nuggets.2015-07-20	1610612743.0	Trade 2015013 	201951.0	1610612745.0	2015-07-20	Houston Rockets received guard Ty Lawson from Denver Nuggets.	Trade	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Houston_Rockets_signed_forward_Chuck_Hayes_to_a_Rest-of-Season_Contract.2015-11-01	0.0	Signing 959081 	101236.0	1610612745.0	2015-11-01	Houston Rockets signed forward Chuck Hayes to a Rest-of-Season Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Houston_Rockets_signed_forward_Michael_Beasley_to_a_Rest-of-Season_Contract.2016-03-04	0.0	Signing 972543 	201563.0	1610612745.0	2016-03-04	Houston Rockets signed forward Michael Beasley to a Rest-of-Season Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Houston_Rockets_signed_guard_Andrew_Goudelock_to_a_Rest-of-Season_Contract.2016-03-09	0.0	Signing 972778 	202726.0	1610612745.0	2016-03-09	Houston Rockets signed guard Andrew Goudelock to a Rest-of-Season Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Houston_Rockets_signed_guard_Jason_Terry_to_a_Contract.2015-08-24	0.0	Signing 946024 	1891.0	1610612745.0	2015-08-24	Houston Rockets signed guard Jason Terry to a Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Houston_Rockets_signed_guard_Marcus_Thornton_to_a_Contract.2015-07-24	0.0	Signing 945406 	201977.0	1610612745.0	2015-07-24	Houston Rockets signed guard Marcus Thornton to a Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Houston_Rockets_waived_center_Joshua_Smith.2015-10-24	0.0	Waive 958006 	1626288.0	1610612745.0	2015-10-24	Houston Rockets waived center Joshua Smith.	Waive	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Houston_Rockets_waived_forward_Arsalan_Kazemi.2015-10-24	0.0	Waive 958005 	203529.0	1610612745.0	2015-10-24	Houston Rockets waived forward Arsalan Kazemi.	Waive	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Houston_Rockets_waived_forward_Chris_Walker.2015-10-23	0.0	Waive 957868 	1626217.0	1610612745.0	2015-10-23	Houston Rockets waived forward Chris Walker.	Waive	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Houston_Rockets_waived_forward_Chuck_Hayes.2015-11-08	0.0	Waive 959549 	101236.0	1610612745.0	2015-11-08	Houston Rockets waived forward Chuck Hayes.	Waive	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Houston_Rockets_waived_forward_Jeremy_Tyler.2015-10-23	0.0	Waive 957867 	202719.0	1610612745.0	2015-10-23	Houston Rockets waived forward Jeremy Tyler.	Waive	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Houston_Rockets_waived_guard_Denzel_Livingston.2015-10-23	0.0	Waive 957866 	1626269.0	1610612745.0	2015-10-23	Houston Rockets waived guard Denzel Livingston.	Waive	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Houston_Rockets_waived_guard_Marcus_Thornton.2016-02-26	0.0	Waive 972255 	201977.0	1610612745.0	2016-02-26	Houston Rockets waived guard Marcus Thornton.	Waive	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Houston_Rockets_waived_guard_Remi_Yusuf.2015-09-18	0.0	Waive 946133 	1626267.0	1610612745.0	2015-09-18	Houston Rockets waived guard Remi Yusuf.	Waive	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Houston_Rockets_waived_guard_Ty_Lawson.2016-03-02	0.0	Waive 972478 	201951.0	1610612745.0	2016-03-02	Houston Rockets waived guard Ty Lawson.	Waive	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Houston_Rockets_waived_guard_Will_Cummings.2015-10-23	0.0	Waive 957865 	1626270.0	1610612745.0	2015-10-23	Houston Rockets waived guard Will Cummings.	Waive	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Indiana_Pacers_re-signed_center_Myles_Turner_to_a_Rookie_Scale_Contract.2015-07-13	0.0	Signing 945117 	1626167.0	1610612754.0	2015-07-13	Indiana Pacers re-signed center Myles Turner to a Rookie Scale Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Indiana_Pacers_re-signed_forward_Lavoy_Allen_to_a_Contract.2015-07-27	0.0	Signing 945513 	202730.0	1610612754.0	2015-07-27	Indiana Pacers re-signed forward Lavoy Allen to a Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Indiana_Pacers_re-signed_forward_Rakeem_Christmas_to_a_Contract.2015-07-27	0.0	Signing 945511 	1626176.0	1610612754.0	2015-07-27	Indiana Pacers re-signed forward Rakeem Christmas to a Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Indiana_Pacers_received_draft_consideration_from_Los_Angeles_Lakers.2015-07-09	1610612747.0	Trade 2015007 	0.0	1610612754.0	2015-07-09	Indiana Pacers received draft consideration from Los Angeles Lakers.	Trade	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Indiana_Pacers_received_forward_Chase_Budinger_from_Minnesota_Timberwolves.2015-07-12	1610612750.0	Trade 2015009 	201978.0	1610612754.0	2015-07-12	Indiana Pacers received forward Chase Budinger from Minnesota Timberwolves.	Trade	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Indiana_Pacers_signed_center_Shayne_Whittington_to_a_Contract.2015-07-27	0.0	Signing 945514 	203963.0	1610612754.0	2015-07-27	Indiana Pacers signed center Shayne Whittington to a Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Indiana_Pacers_signed_forward_Glenn_Robinson_III_to_a_Contract.2015-07-27	0.0	Signing 945512 	203922.0	1610612754.0	2015-07-27	Indiana Pacers signed forward Glenn Robinson III to a Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Indiana_Pacers_signed_forward_Jordan_Hill_to_a_Contract.2015-07-14	0.0	Signing 945190 	201941.0	1610612754.0	2015-07-14	Indiana Pacers signed forward Jordan Hill to a Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Indiana_Pacers_signed_guard_Joe_Young_to_a_Contract.2015-07-14	0.0	Signing 945189 	1626202.0	1610612754.0	2015-07-14	Indiana Pacers signed guard Joe Young to a Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Indiana_Pacers_signed_guard_Monta_Ellis_to_a_Contract.2015-07-14	0.0	Signing 945188 	101145.0	1610612754.0	2015-07-14	Indiana Pacers signed guard Monta Ellis to a Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Indiana_Pacers_signed_guard_Monta_Ellis_to_a_Contract.2015-07-16	0.0	Signing 945287 	101145.0	1610612754.0	2015-07-16	Indiana Pacers signed guard Monta Ellis to a Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Indiana_Pacers_signed_guard_Rodney_Stuckey_to_a_Contract.2015-07-21	0.0	Signing 945315 	201155.0	1610612754.0	2015-07-21	Indiana Pacers signed guard Rodney Stuckey to a Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Indiana_Pacers_signed_guard_Terran_Petteway_to_a_Contract.2015-10-25	0.0	Signing 958101 	1626189.0	1610612754.0	2015-10-25	Indiana Pacers signed guard Terran Petteway to a Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Indiana_Pacers_signed_guard_Toney_Douglas_to_a_Contract.2015-08-11	0.0	Signing 945979 	201962.0	1610612754.0	2015-08-11	Indiana Pacers signed guard Toney Douglas to a Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Indiana_Pacers_signed_guard_Ty_Lawson_to_a_Rest-of-Season_Contract.2016-03-07	0.0	Signing 972632 	201951.0	1610612754.0	2016-03-07	Indiana Pacers signed guard Ty Lawson to a Rest-of-Season Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Indiana_Pacers_waived_forward_CJ_Fair.2015-10-24	0.0	Waive 958010 	203927.0	1610612754.0	2015-10-24	Indiana Pacers waived forward CJ Fair.	Waive	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Indiana_Pacers_waived_forward_Chase_Budinger.2016-03-05	0.0	Waive 972634 	201978.0	1610612754.0	2016-03-05	Indiana Pacers waived forward Chase Budinger.	Waive	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Indiana_Pacers_waived_forward_Kadeem_Jack.2015-10-24	0.0	Waive 958012 	1627292.0	1610612754.0	2015-10-24	Indiana Pacers waived forward Kadeem Jack.	Waive	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Indiana_Pacers_waived_guard_Terran_Petteway.2015-10-26	0.0	Waive 958193 	1626189.0	1610612754.0	2015-10-26	Indiana Pacers waived guard Terran Petteway.	Waive	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Indiana_Pacers_waived_guard_Toney_Douglas.2015-10-26	0.0	Waive 958192 	201962.0	1610612754.0	2015-10-26	Indiana Pacers waived guard Toney Douglas.	Waive	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Los_Angeles_Clippers_re-signed_center_DeAndre_Jordan_to_a_Contract.2015-07-09	0.0	Signing 944912 	201599.0	1610612746.0	2015-07-09	Los Angeles Clippers re-signed center DeAndre Jordan to a Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Los_Angeles_Clippers_re-signed_forward_Branden_Dawson_to_a_Contract.2015-07-14	0.0	Signing 945263 	1626183.0	1610612746.0	2015-07-14	Los Angeles Clippers re-signed forward Branden Dawson to a Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Los_Angeles_Clippers_re-signed_guard_Austin_Rivers_to_a_Contract.2015-07-13	0.0	Signing 945116 	203085.0	1610612746.0	2015-07-13	Los Angeles Clippers re-signed guard Austin Rivers to a Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Los_Angeles_Clippers_received_forward_Jeff_Green_from_Memphis_Grizzlies.2016-02-18	1610612763.0	Trade 2015038 	201145.0	1610612746.0	2016-02-18	Los Angeles Clippers received forward Jeff Green from Memphis Grizzlies.	Trade	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Los_Angeles_Clippers_signed_center_Cole_Aldrich_to_a_Contract.2015-07-12	0.0	Signing 945112 	202332.0	1610612746.0	2015-07-12	Los Angeles Clippers signed center Cole Aldrich to a Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Los_Angeles_Clippers_signed_forward_Alex_Stepheson_to_a_10-Day_Contract.2016-02-20	0.0	Signing 972092 	1627293.0	1610612746.0	2016-02-20	Los Angeles Clippers signed forward Alex Stepheson to a 10-Day Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Los_Angeles_Clippers_signed_forward_Alex_Stepheson_to_a_10-Day_Contract.2016-03-02	0.0	Signing 972457 	1627293.0	1610612746.0	2016-03-02	Los Angeles Clippers signed forward Alex Stepheson to a 10-Day Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Los_Angeles_Clippers_signed_forward_Jeff_Ayres_to_a_10-Day_Contract.2016-01-23	0.0	Signing 962155 	201965.0	1610612746.0	2016-01-23	Los Angeles Clippers signed forward Jeff Ayres to a 10-Day Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Los_Angeles_Clippers_signed_forward_Jeff_Ayres_to_a_10-Day_Contract.2016-02-02	0.0	Signing 971594 	201965.0	1610612746.0	2016-02-02	Los Angeles Clippers signed forward Jeff Ayres to a 10-Day Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Los_Angeles_Clippers_signed_forward_Jeff_Ayres_to_a_Rest-of-Season_Contract.2016-03-16	0.0	Signing 973032 	201965.0	1610612746.0	2016-03-16	Los Angeles Clippers signed forward Jeff Ayres to a Rest-of-Season Contract.	Signing	
http://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json REC# Los_Angeles_Clippers_signed_forward_Josh_Smith_to_a_Contract.2015-07-16	0.0	Signing 945284 	2746.0	1610612746.0	2015-07-16	Los Angeles Clippers signed forward Josh Smith to a Contract.	Signing	
