task_type	task_name	url	description	tag	external_id	external_id_old
/common/topic	Boston Celtics waived guard Levi Randolph.	http://stats.nba.com/transactions	*Find or create each transaction and curate as per guidelines* Transaction_Description: Boston Celtics waived guard Levi Randolph. # Transaction_Date: 2015-10-20 # URL: http://stats.nba.com/transactions	SPLGROSTNba	20151020#Waive 957664#Boston Celtics waived guard Levi Randolph.	20151020#Waive 957664 #1610612738.0#Boston Celtics waived guard Levi Randolph.
/common/topic	Boston Celtics waived guard Phil Pressey.	http://stats.nba.com/transactions	*Find or create each transaction and curate as per guidelines* Transaction_Description: Boston Celtics waived guard Phil Pressey. # Transaction_Date: 2015-07-15 # URL: http://stats.nba.com/transactions	SPLGROSTNba	20150715#Waive 945268#Boston Celtics waived guard Phil Pressey.	20150715#Waive 945268 #1610612738.0#Boston Celtics waived guard Phil Pressey.
/common/topic	Boston Celtics waived guard Zoran Dragic.	http://stats.nba.com/transactions	*Find or create each transaction and curate as per guidelines* Transaction_Description: Boston Celtics waived guard Zoran Dragic. # Transaction_Date: 2015-08-10 # URL: http://stats.nba.com/transactions	SPLGROSTNba	20150810#Waive 945978#Boston Celtics waived guard Zoran Dragic.	20150810#Waive 945978 #1610612738.0#Boston Celtics waived guard Zoran Dragic.
/common/topic	Brooklyn Nets re-signed center Brook Lopez to a Contract.	http://stats.nba.com/transactions	*Find or create each transaction and curate as per guidelines* Transaction_Description: Brooklyn Nets re-signed center Brook Lopez to a Contract. # Transaction_Date: 2015-07-09 # URL: http://stats.nba.com/transactions	SPLGROSTNba	20150709#Signing 944967#Brooklyn Nets re-signed center Brook Lopez to a Contract.	20150709#Signing 944967 #1610612751.0#Brooklyn Nets re-signed center Brook Lopez to a Contract.
/common/topic	Brooklyn Nets re-signed forward Chris McCullough to a Rookie Scale Contract.	http://stats.nba.com/transactions	*Find or create each transaction and curate as per guidelines* Transaction_Description: Brooklyn Nets re-signed forward Chris McCullough to a Rookie Scale Contract. # Transaction_Date: 2015-07-01 # URL: http://stats.nba.com/transactions	SPLGROSTNba	20150701#Signing 944801  ]#Brooklyn Nets re-signed forward Chris McCullough to a Rookie Scale Contract.	20150701#Signing 944801  ]#1610612751.0#Brooklyn Nets re-signed forward Chris McCullough to a Rookie Scale Contract.
/common/topic	Brooklyn Nets re-signed forward Rondae Hollis-Jefferson to a Rookie Scale Contract.	http://stats.nba.com/transactions	*Find or create each transaction and curate as per guidelines* Transaction_Description: Brooklyn Nets re-signed forward Rondae Hollis-Jefferson to a Rookie Scale Contract. # Transaction_Date: 2015-07-05 # URL: http://stats.nba.com/transactions	SPLGROSTNba	20150705#Signing 944880#Brooklyn Nets re-signed forward Rondae Hollis-Jefferson to a Rookie Scale Contract.	20150705#Signing 944880 #1610612751.0#Brooklyn Nets re-signed forward Rondae Hollis-Jefferson to a Rookie Scale Contract.
/common/topic	Brooklyn Nets re-signed forward Thaddeus Young to a Contract.	http://stats.nba.com/transactions	*Find or create each transaction and curate as per guidelines* Transaction_Description: Brooklyn Nets re-signed forward Thaddeus Young to a Contract. # Transaction_Date: 2015-07-09 # URL: http://stats.nba.com/transactions	SPLGROSTNba	20150709#Signing 944966#Brooklyn Nets re-signed forward Thaddeus Young to a Contract.	20150709#Signing 944966 #1610612751.0#Brooklyn Nets re-signed forward Thaddeus Young to a Contract.
/common/topic	Brooklyn Nets received forward Quincy Miller from Detroit Pistons.	http://stats.nba.com/transactions	*Find or create each transaction and curate as per guidelines* Transaction_Description: Brooklyn Nets received forward Quincy Miller from Detroit Pistons. # Transaction_Date: 2015-07-13 # URL: http://stats.nba.com/transactions	SPLGROSTNba	20150713#Trade 2015010#Brooklyn Nets received forward Quincy Miller from Detroit Pistons.	20150713#Trade 2015010 #1610612751.0#Brooklyn Nets received forward Quincy Miller from Detroit Pistons.
/common/topic	Brooklyn Nets signed center Henry Sims to a 10-Day Contract.	http://stats.nba.com/transactions	*Find or create each transaction and curate as per guidelines* Transaction_Description: Brooklyn Nets signed center Henry Sims to a 10-Day Contract. # Transaction_Date: 2016-03-17 # URL: http://stats.nba.com/transactions	SPLGROSTNba	20160317#Signing 973048#Brooklyn Nets signed center Henry Sims to a 10-Day Contract.	20160317#Signing 973048 #1610612751.0#Brooklyn Nets signed center Henry Sims to a 10-Day Contract.
/common/topic	Brooklyn Nets signed center Henry Sims to a 10-Day Contract.	http://stats.nba.com/transactions	*Find or create each transaction and curate as per guidelines* Transaction_Description: Brooklyn Nets signed center Henry Sims to a 10-Day Contract. # Transaction_Date: 2016-03-27 # URL: http://stats.nba.com/transactions	SPLGROSTNba	20160327#Signing 973297#Brooklyn Nets signed center Henry Sims to a 10-Day Contract.	20160327#Signing 973297 #1610612751.0#Brooklyn Nets signed center Henry Sims to a 10-Day Contract.
/common/topic	Brooklyn Nets signed center Henry Sims to a Rest-of-Season Contract.	http://stats.nba.com/transactions	*Find or create each transaction and curate as per guidelines* Transaction_Description: Brooklyn Nets signed center Henry Sims to a Rest-of-Season Contract. # Transaction_Date: 2016-04-06 # URL: http://stats.nba.com/transactions	SPLGROSTNba	20160406#Signing 973549#Brooklyn Nets signed center Henry Sims to a Rest-of-Season Contract.	20160406#Signing 973549 #1610612751.0#Brooklyn Nets signed center Henry Sims to a Rest-of-Season Contract.
/common/topic	Brooklyn Nets signed forward Andrea Bargnani to a Contract.	http://stats.nba.com/transactions	*Find or create each transaction and curate as per guidelines* Transaction_Description: Brooklyn Nets signed forward Andrea Bargnani to a Contract. # Transaction_Date: 2015-07-13 # URL: http://stats.nba.com/transactions	SPLGROSTNba	20150713#Signing 945286#Brooklyn Nets signed forward Andrea Bargnani to a Contract.	20150713#Signing 945286 #1610612751.0#Brooklyn Nets signed forward Andrea Bargnani to a Contract.
/common/topic	Brooklyn Nets signed forward Thomas Robinson to a Contract.	http://stats.nba.com/transactions	*Find or create each transaction and curate as per guidelines* Transaction_Description: Brooklyn Nets signed forward Thomas Robinson to a Contract. # Transaction_Date: 2015-07-09 # URL: http://stats.nba.com/transactions	SPLGROSTNba	20150709#Signing 944969#Brooklyn Nets signed forward Thomas Robinson to a Contract.	20150709#Signing 944969 #1610612751.0#Brooklyn Nets signed forward Thomas Robinson to a Contract.
/common/topic	Brooklyn Nets signed forward Willie Reed to a Contract.	http://stats.nba.com/transactions	*Find or create each transaction and curate as per guidelines* Transaction_Description: Brooklyn Nets signed forward Willie Reed to a Contract. # Transaction_Date: 2015-07-09 # URL: http://stats.nba.com/transactions	SPLGROSTNba	20150709#Signing 945040#Brooklyn Nets signed forward Willie Reed to a Contract.	20150709#Signing 945040 #1610612751.0#Brooklyn Nets signed forward Willie Reed to a Contract.
/common/topic	Brooklyn Nets signed guard Donald Sloan to a Contract.	http://stats.nba.com/transactions	*Find or create each transaction and curate as per guidelines* Transaction_Description: Brooklyn Nets signed guard Donald Sloan to a Contract. # Transaction_Date: 2015-08-08 # URL: http://stats.nba.com/transactions	SPLGROSTNba	20150808#Signing 945938#Brooklyn Nets signed guard Donald Sloan to a Contract.	20150808#Signing 945938 #1610612751.0#Brooklyn Nets signed guard Donald Sloan to a Contract.
/common/topic	Brooklyn Nets signed guard Ryan Boatright to a Contract.	http://stats.nba.com/transactions	*Find or create each transaction and curate as per guidelines* Transaction_Description: Brooklyn Nets signed guard Ryan Boatright to a Contract. # Transaction_Date: 2015-07-02 # URL: http://stats.nba.com/transactions	SPLGROSTNba	20150702#Signing 944820#Brooklyn Nets signed guard Ryan Boatright to a Contract.	20150702#Signing 944820 #1610612751.0#Brooklyn Nets signed guard Ryan Boatright to a Contract.
/common/topic	Brooklyn Nets signed guard Sean Kilpatrick to a 10-Day Contract.	http://stats.nba.com/transactions	*Find or create each transaction and curate as per guidelines* Transaction_Description: Brooklyn Nets signed guard Sean Kilpatrick to a 10-Day Contract. # Transaction_Date: 2016-02-28 # URL: http://stats.nba.com/transactions	SPLGROSTNba	20160228#Signing 972313#Brooklyn Nets signed guard Sean Kilpatrick to a 10-Day Contract.	20160228#Signing 972313 #1610612751.0#Brooklyn Nets signed guard Sean Kilpatrick to a 10-Day Contract.
/common/topic	Brooklyn Nets signed guard Sean Kilpatrick to a 10-Day Contract.	http://stats.nba.com/transactions	*Find or create each transaction and curate as per guidelines* Transaction_Description: Brooklyn Nets signed guard Sean Kilpatrick to a 10-Day Contract. # Transaction_Date: 2016-03-09 # URL: http://stats.nba.com/transactions	SPLGROSTNba	20160309#Signing 972777#Brooklyn Nets signed guard Sean Kilpatrick to a 10-Day Contract.	20160309#Signing 972777 #1610612751.0#Brooklyn Nets signed guard Sean Kilpatrick to a 10-Day Contract.
