task_type	task_name	url	description	tag	external_id_old	external_id
/common/topic	Announced a six-year affiliation extension with Syracuse (AHL).	http://espn.go.com/nhl/transactions/_/date/20160428#Announced_a_six-year_affiliation_extension_with_Syracuse_(AHL).	*Find or create each transaction and curate as per guidelines* Transaction: Announced a six-year affiliation extension with Syracuse (AHL). # Date: 2016-04-28 # URL: http://espn.go.com/nhl/transactions/_/date/20160428#Announced_a_six-year_affiliation_extension_with_Syracuse_(AHL).	SPLGROUSNflMar14	transactions/_/date/20160428#Announced_a_six-year_affiliation_extension_with_Syracuse_(AHL).	transactions/_/date/20160428#Announced_a_six-year_affiliation_extension_with_Syracuse_(AHL).
